tickerSymbol,trendPriceRelationship,currentTrend,previousTrend,currentPrice,previousPrice,topOccurrences,reason,timeScanned
ZTR,N/A,0.0,0.0,,,0,low result,08:28
YTEN,N/A,0.0,0.0,,,0,low result,08:28
YVR,N/A,0.0,0.0,,,0,spiked data,08:28
YTRA,N/A,0.0,0.0,,,0,low result,08:28
ZIOP,N/A,0.0,0.0,,,0,low result,08:28
ZCMD,N/A,0.0,0.0,,,0,low result,08:28
YQ,N/A,0.0,0.0,,,0,low result,08:17
YRD,N/A,0.0,0.0,,,0,low result,08:17
YMTX,N/A,0.0,0.0,,,0,low result,08:17
XTNT,N/A,0.0,0.0,,,0,low result,08:17
XYF,N/A,0.0,0.0,,,0,low result,08:17
YELL,N/A,0.0,0.0,,,0,low result,08:17
YGMZ,N/A,0.0,0.0,,,0,low result,08:17
YAC,N/A,0.0,0.0,,,0,low result,08:17
YCBD,N/A,0.0,0.0,,,0,low result,08:17
YJ,N/A,0.0,0.0,,,0,low result,08:17
XFOR,N/A,0.0,0.0,,,0,low result,08:17
XSPA,N/A,0.0,0.0,,,0,low result,08:17
XNET,N/A,0.0,0.0,,,0,low result,08:17
XIN,N/A,0.0,0.0,,,0,low result,08:17
XPOA,N/A,0.0,0.0,,,0,low result,08:17
XTLB,N/A,0.0,0.0,,,0,low result,08:17
XPL,N/A,0.0,0.0,,,0,low result,08:17
XPDI,N/A,0.0,0.0,,,0,low result,08:17
XCUR,N/A,0.0,0.0,,,0,low result,08:17
WYY,N/A,0.0,0.0,,,0,low result,08:17
XERS,N/A,0.0,0.0,,,0,low result,08:17
XFLT,N/A,0.0,0.0,,,0,no data,08:17
XBIO,N/A,0.0,0.0,,,0,low result,08:17
XELB,N/A,0.0,0.0,,,0,low result,08:17
XAIR,N/A,0.0,0.0,,,0,low result,08:17
WTT,N/A,0.0,0.0,,,0,low result,08:17
WRAP,N/A,0.0,0.0,,,0,low result,08:17
WVE,N/A,0.0,0.0,,,0,low result,08:17
WTER,N/A,0.0,0.0,,,0,low result,08:17
WRN,N/A,0.0,0.0,,,0,low result,08:17
WWR,N/A,0.0,0.0,,,0,low result,08:17
WSR,N/A,0.0,0.0,,,0,low result,08:17
WTRH,N/A,0.0,0.0,,,0,spiked data,08:17
WNW,N/A,0.0,0.0,,,0,low result,08:17
WPG,N/A,0.0,0.0,,,0,low result,08:17
WORX,N/A,0.0,0.0,,,0,low result,08:17
WNEB,N/A,0.0,0.0,,,0,low result,08:17
WMC,N/A,0.0,0.0,,,0,low result,08:17
WPCA,N/A,0.0,0.0,,,0,no data,08:17
WLMS,N/A,0.0,0.0,,,0,no data,08:17
WKEY,N/A,0.0,0.0,,,0,low result,08:17
WHLR,N/A,0.0,0.0,,,0,low result,08:17
WAVE,N/A,0.0,0.0,,,0,spiked data,08:17
WHLM,N/A,0.0,0.0,,,0,low result,08:17
WISA,N/A,0.0,0.0,,,0,spiked data,08:17
WIMI,N/A,0.0,0.0,,,1,low result,08:17
WINT,N/A,0.0,0.0,,,0,low result,08:17
WATT,N/A,0.0,0.0,,,0,low result,08:17
WEI,N/A,0.0,0.0,,,0,low result,08:17
VYNT,N/A,0.0,0.0,,,0,low result,08:18
WALD,N/A,0.0,0.0,,,0,low result,08:18
VTVT,N/A,0.0,0.0,,,0,spiked data,08:18
VVPR,N/A,0.0,0.0,,,0,low result,08:18
WAFU,N/A,0.0,0.0,,,0,low result,08:18
VYNE,N/A,0.0,1.045,,,0,low result,08:17
VYGR,N/A,0.0,0.0,,,0,low result,08:17
VVOS,N/A,0.0,0.0,,,0,low result,08:18
VSTM,N/A,0.0,0.0,,,0,low result,08:18
VTIQ,N/A,0.0,0.0,,,0,low result,08:18
VTAQ,N/A,0.0,0.0,,,0,no data,08:18
VTSI,N/A,0.0,0.0,,,0,low result,08:18
VRPX,N/A,0.0,0.0,,,0,low result,08:18
VTNR,N/A,0.0,0.0,,,0,spiked data,08:18
VTIQW,N/A,0.0,0.0,,,0,no data,08:18
VOLT,N/A,0.0,0.0,,,0,low result,08:18
VOC,N/A,0.0,0.0,,,0,low result,08:18
VPCB,N/A,0.0,0.0,,,0,low result,08:18
VPCC,N/A,0.0,0.0,,,0,low result,08:18
VOSO,N/A,0.0,0.0,,,0,low result,08:18
VNTR,N/A,0.0,0.0,,,0,low result,08:18
VRME,N/A,0.0,0.0,,,0,low result,08:18
VRNA,N/A,0.0,0.0,,,0,low result,08:18
VNRX,N/A,0.0,0.0,,,0,low result,08:18
VLON,N/A,0.0,0.0,,,0,no data,08:18
VNCE,N/A,0.0,0.0,,,0,no data,08:18
VLAT,N/A,0.0,0.0,,,0,no data,08:18
VMAC,N/A,0.0,0.0,,,0,low result,08:18
VMD,N/A,0.0,0.0,,,0,low result,08:18
VKTX,N/A,0.0,0.0,,,0,low result,08:18
VMAR,N/A,0.0,0.0,,,0,low result,08:18
VIRC,N/A,0.0,0.0,,,0,low result,08:18
VJET,N/A,0.0,0.0,,,0,low result,08:18
VIRI,N/A,0.0,0.0,,,0,low result,08:18
VIOT,N/A,0.0,0.0,,,0,low result,08:18
VIVE,N/A,0.0,0.0,,,0,low result,08:18
VIST,N/A,0.0,0.0,,,0,low result,08:18
VINO,N/A,0.0,0.0,,,0,spiked data,08:18
VISL,N/A,0.0,0.0,,,0,low result,08:18
VHAQ,N/A,0.0,0.0,,,0,no data,08:28
VII,N/A,0.0,0.0,,,0,low result,08:28
VIH,N/A,0.0,0.0,,,0,low result,08:28
VEV,N/A,0.0,0.0,,,0,spiked data,08:28
VGII,N/A,0.0,0.0,,,0,no data,08:28
VERY,N/A,0.0,1.483,,,1,spiked data,08:17
VHC,N/A,0.0,0.0,,,0,low result,08:28
VERB,N/A,0.0,0.0,,,0,low result,08:28
VENA,N/A,0.0,0.0,,,0,low result,08:28
VCNX,N/A,0.0,0.0,,,0,spiked data,08:18
VCKA,N/A,0.0,0.0,,,0,no data,08:18
VEEE,N/A,0.0,0.0,,,0,low result,08:18
VERO,N/A,0.0,0.0,,,1,low result,08:18
VECT,N/A,0.0,0.0,,,0,low result,08:18
VELO,N/A,0.0,0.0,,,0,low result,08:18
USX,N/A,0.0,0.0,,,0,low result,08:18
UTI,N/A,0.0,0.0,,,0,spiked data,08:18
UUU,N/A,0.0,0.0,,,0,low result,08:18
UTSI,N/A,0.0,0.0,,,0,low result,08:18
USWS,N/A,0.0,0.0,,,0,low result,08:18
UTME,N/A,0.0,0.0,,,0,low result,08:18
VBLT,N/A,0.0,0.0,,,0,low result,08:18
USIO,N/A,0.0,0.0,,,0,low result,08:18
URG,N/A,0.0,0.0,,,0,low result,08:18
USEG,N/A,0.0,0.0,,,0,low result,08:18
UPC,N/A,0.0,0.0,,,0,low result,08:18
USDP,N/A,0.0,0.0,,,0,low result,08:18
USAS,N/A,0.0,0.0,,,0,low result,08:18
UONEK,N/A,0.0,0.0,,,0,low result,08:18
UROY,N/A,0.0,0.0,,,0,low result,08:18
UONE,N/A,0.0,0.0,,,0,low result,08:18
UGRO,N/A,0.0,0.0,,,0,low result,08:18
UNCY,N/A,0.0,0.0,,,0,low result,08:18
ULBI,N/A,0.0,0.0,,,0,no data,08:18
UFAB,N/A,0.0,0.0,,,0,low result,08:18
UNAM,N/A,0.0,0.0,,,0,low result,08:18
UIHC,N/A,0.0,0.0,,,0,low result,08:18
UBX,N/A,0.0,0.0,,,0,low result,08:18
UAMY,N/A,0.0,0.0,,,0,spiked data,08:18
UBFO,N/A,0.0,0.0,,,0,no data,08:18
TYME,N/A,0.0,0.0,,,0,spiked data,08:18
UCL,N/A,0.0,0.0,,,0,low result,08:18
TYHT,N/A,0.0,0.0,,,0,low result,08:18
UAVS,N/A,0.0,2.131,,,1,spiked data,08:17
UEPS,N/A,0.0,0.0,,,0,low result,08:18
TWND,N/A,0.0,0.0,,,0,low result,08:18
TWNI,N/A,0.0,0.0,,,0,no data,08:18
TXMD,N/A,0.0,0.0,,,0,front zeros,08:18
TWOA,N/A,0.0,0.0,,,0,no data,08:18
TWNT,N/A,0.0,0.0,,,0,no data,08:18
TURN,N/A,0.0,0.0,,,0,spiked data,08:18
TWLV,N/A,0.0,0.0,,,0,no data,08:18
TUSK,N/A,0.0,0.0,,,0,spiked data,08:18
TTI,N/A,0.0,0.0,,,0,low result,08:18
TUGC,N/A,0.0,0.0,,,0,no data,08:18
TUEM,N/A,0.0,0.0,,,0,low result,08:18
TSRI,N/A,0.0,0.0,,,0,low result,08:18
TTSH,N/A,0.0,0.0,,,0,low result,08:18
TTNP,N/A,0.0,0.0,,,0,low result,08:18
TSI,N/A,0.0,0.0,,,0,low result,08:18
TTOO,N/A,0.0,0.0,,,0,spiked data,08:18
TRMT,N/A,0.0,0.0,,,0,low result,08:18
TRKA,N/A,0.0,0.0,,,0,low result,08:18
TRT,N/A,0.0,0.0,,,0,low result,08:18
TRX,N/A,0.0,0.0,,,0,low result,08:18
TRIT,N/A,0.0,0.0,,,0,low result,08:18
TRIB,N/A,0.0,0.0,,,0,low result,08:18
TRVI,N/A,0.0,0.0,,,0,low result,08:18
TPHS,N/A,0.0,0.0,,,0,no data,08:18
TMQ,N/A,0.0,0.0,,,0,low result,08:18
TREC,N/A,0.0,0.0,,,0,spiked data,08:18
TOMZ,N/A,0.0,0.0,,,0,low result,08:18
TNP,N/A,0.0,0.0,,,0,low result,08:18
TOPS,N/A,0.0,0.0,,,1,low result,08:18
TMAC,N/A,0.0,0.0,,,0,no data,08:18
TLMD,N/A,0.0,0.0,,,0,low result,08:18
TMKR,N/A,0.0,0.0,,,0,no data,08:18
TMBR,N/A,0.0,0.0,,,0,spiked data,08:18
TLGT,N/A,0.0,0.0,,,0,low result,08:18
TLSA,N/A,0.0,0.0,,,0,spiked data,08:18
TMDI,N/A,0.0,0.0,,,0,low result,08:18
TMPM,N/A,0.0,0.0,,,0,no data,08:18
TIPT,N/A,0.0,0.0,,,0,low result,08:18
TIRX,N/A,0.0,0.0,,,0,low result,08:18
TLC,N/A,0.0,0.0,,,0,low result,08:18
TK,N/A,0.0,0.0,,,0,low result,08:18
TKAT,N/A,0.0,2.054,,,1,low result,08:17
TIOA,N/A,0.0,0.0,,,0,no data,08:18
TLGA,N/A,0.0,0.0,,,0,no data,08:18
TISI,N/A,0.0,0.0,,,0,low result,08:18
THMA,N/A,0.0,0.0,,,0,no data,08:18
TETC,N/A,0.0,0.0,,,0,no data,08:18
TCON,N/A,0.0,0.0,,,0,low result,08:18
TESS,N/A,0.0,0.0,,,0,low result,08:18
TEI,N/A,0.0,0.0,,,0,low result,08:18
TERN,N/A,0.0,0.0,,,0,low result,08:18
TEKK,N/A,0.0,0.0,,,0,no data,08:18
TCDA,N/A,0.0,0.0,,,0,low result,08:18
TEDU,N/A,0.0,0.0,,,0,low result,08:18
TENX,N/A,0.0,0.0,,,0,low result,08:18
TATT,N/A,0.0,0.0,,,0,low result,08:18
TBLT,N/A,0.0,0.0,,,0,spiked data,08:18
TCAC,N/A,0.0,0.0,,,0,no data,08:18
TAOP,N/A,0.0,0.0,,,0,low result,08:18
TC,N/A,0.0,0.0,,,0,low result,08:18
TAST,N/A,0.0,0.0,,,0,low result,08:18
TARA,N/A,0.0,0.0,,,0,low result,08:18
TANH,N/A,0.0,0.0,,,0,low result,08:18
TACO,N/A,0.0,0.0,,,0,low result,08:18
SYTA,N/A,0.0,0.0,,,0,low result,08:18
SYN,N/A,0.0,0.0,,,0,low result,08:18
TAIT,N/A,0.0,0.0,,,0,low result,08:18
SYRS,N/A,0.0,0.0,,,0,low result,08:18
SYPR,N/A,0.0,0.0,,,0,low result,08:18
SYBX,N/A,0.0,0.0,,,0,low result,08:18
TACA,N/A,0.0,0.0,,,0,no data,08:18
SVRA,N/A,0.0,0.0,,,0,low result,08:18
SWET,N/A,0.0,0.0,,,0,no data,08:18
SWBK,N/A,0.0,0.0,,,0,low result,08:18
SVVC,N/A,0.0,0.0,,,0,no data,08:28
SVT,N/A,0.0,0.0,,,0,low result,08:28
SXTC,N/A,0.0,0.0,,,0,spiked data,08:28
SVOK,N/A,0.0,0.0,,,0,low result,08:28
SWZ,N/A,0.0,0.0,,,0,no data,08:28
SVFB,N/A,0.0,0.0,,,0,no data,08:28
SVFD,N/A,0.0,0.0,,,0,no data,08:28
SUPV,N/A,0.0,0.0,,,0,low result,08:28
SUNW,N/A,0.0,0.0,,,0,spiked data,08:19
SURF,N/A,0.0,0.0,,,0,low result,08:19
SUP,N/A,0.0,0.0,,,0,low result,08:19
SVFC,N/A,0.0,0.0,,,0,low result,08:19
STWO,N/A,0.0,0.0,,,0,no data,08:19
STPC,N/A,0.0,0.0,,,0,low result,08:19
STSA,N/A,0.0,0.0,,,0,low result,08:19
STIM,N/A,0.0,0.0,,,0,low result,08:19
STON,N/A,0.0,0.0,,,0,low result,08:19
STRE,N/A,0.0,0.0,,,0,no data,08:19
STRM,N/A,0.0,0.0,,,0,low result,08:19
STRR,N/A,0.0,0.0,,,0,low result,08:19
STKS,N/A,0.0,0.0,,,0,low result,08:19
STCN,N/A,0.0,0.0,,,0,low result,08:19
SSY,N/A,0.0,0.0,,,0,low result,08:19
SSKN,N/A,0.0,0.0,,,0,low result,08:19
STAF,N/A,0.0,0.0,,,0,spiked data,08:19
SSNT,N/A,0.0,0.0,,,0,low result,08:19
STG,N/A,0.0,0.0,,,0,low result,08:19
SSAA,N/A,0.0,0.0,,,0,low result,08:19
SRTS,N/A,0.0,0.0,,,0,low result,08:19
SRSA,N/A,0.0,0.0,,,0,no data,08:19
SRGA,N/A,0.0,0.0,,,0,low result,08:19
SQFT,N/A,0.0,0.0,,,0,low result,08:19
SQBG,N/A,0.0,0.0,,,0,low result,08:19
SRAX,N/A,0.0,0.0,,,0,low result,08:19
SREV,N/A,0.0,0.0,,,0,low result,08:19
SQNS,N/A,0.0,0.0,,,0,spiked data,08:19
SRT,N/A,0.0,0.0,,,0,low result,08:19
SPRB,N/A,0.0,0.0,,,0,low result,08:19
SPRT,N/A,0.0,2.875,8.2,,2,low result,08:17
SPGS,N/A,0.0,0.0,,,0,no data,08:19
SPNV,N/A,0.0,0.0,,,0,low result,08:19
SPI,N/A,0.0,0.0,,,0,spiked data,08:19
SPOK,N/A,0.0,0.0,,,0,low result,08:19
SPKB,N/A,0.0,0.0,,,0,no data,08:19
SPTK,N/A,0.0,0.0,,,0,no data,08:19
SPCB,N/A,0.0,0.0,,,0,low result,08:19
SOLO,N/A,0.0,0.0,,,0,low result,08:19
SOL,N/A,0.0,0.0,,,0,spiked data,08:19
SONM,N/A,0.0,0.0,,,0,low result,08:19
SPFR,N/A,0.0,0.0,,,0,spiked data,08:19
SOI,N/A,0.0,0.0,,,0,low result,08:19
SOS,N/A,0.0,1.545,,,1,low result,08:17
SONN,N/A,0.0,0.0,,,0,spiked data,08:19
SNOA,N/A,0.0,0.0,,,0,low result,08:19
SOFIW,N/A,0.0,0.0,,,0,low result,08:19
SOAC,N/A,0.0,0.0,,,0,low result,08:19
SOHO,N/A,0.0,0.0,,,0,spiked data,08:19
SNPR,N/A,0.0,0.0,,,0,low result,08:19
SNTG,N/A,0.0,0.0,,,0,low result,08:19
SNSE,N/A,0.0,0.0,,,0,low result,08:19
SNPX,N/A,0.0,0.0,,,0,low result,08:19
SND,N/A,0.0,0.0,,,0,low result,08:19
SMTS,N/A,0.0,0.0,,,0,low result,08:19
SLRX,N/A,0.0,0.0,,,0,spiked data,08:19
SLS,N/A,0.0,0.0,,,0,low result,08:19
SMED,N/A,0.0,0.0,,,0,low result,08:19
SMHI,N/A,0.0,0.0,,,0,low result,08:19
SLNO,N/A,0.0,0.0,,,0,spiked data,08:19
SMM,N/A,0.0,0.0,,,0,low result,08:19
SMIT,N/A,0.0,0.0,,,0,low result,08:19
SMSI,N/A,0.0,0.0,,,0,low result,08:19
SKYA,N/A,0.0,0.0,,,0,no data,08:19
SLDB,N/A,0.0,0.0,,,0,low result,08:19
SLAC,N/A,0.0,0.0,,,0,no data,08:19
SJT,N/A,0.0,0.0,,,0,low result,08:19
SLNG,N/A,0.0,0.0,,,0,low result,08:19
SLHG,N/A,0.0,0.0,,,0,low result,08:19
SLCR,N/A,0.0,0.0,,,0,no data,08:19
SLGG,N/A,0.0,0.0,,,0,low result,08:19
SHIP,N/A,0.0,0.0,,,0,low result,08:19
SIGA,N/A,0.0,0.0,,,0,low result,08:19
SINT,N/A,0.0,0.0,,,0,low result,08:19
SINO,N/A,0.0,0.0,,,0,low result,08:19
SJ,N/A,0.0,0.0,,,0,low result,08:19
SIOX,N/A,0.0,0.0,,,0,spiked data,08:19
SIEN,N/A,0.0,0.0,,,0,low result,08:19
SIEB,N/A,0.0,0.0,,,0,front zeros,08:19
SGBX,N/A,0.0,0.0,,,0,spiked data,08:19
SGMA,N/A,0.0,0.0,,,0,low result,08:19
SGLB,N/A,0.0,0.0,,,0,low result,08:19
SGTX,N/A,0.0,0.0,,,0,low result,08:19
SGAM,N/A,0.0,0.0,,,0,low result,08:19
SFTW,N/A,0.0,0.0,,,0,low result,08:19
SGRP,N/A,0.0,0.0,,,0,low result,08:19
SFET,N/A,0.0,0.0,,,0,low result,08:19
SELB,N/A,0.0,0.0,,,0,spiked data,08:19
SDPI,N/A,0.0,0.0,,,0,low result,08:19
SEAC,N/A,0.0,0.0,,,0,low result,08:19
SFE,N/A,0.0,0.0,,,0,low result,08:19
SELF,N/A,0.0,0.0,,,0,spiked data,08:19
SECO,N/A,0.0,0.0,,,0,low result,08:19
SEEL,N/A,0.0,0.0,,,0,low result,08:19
SDH,N/A,0.0,0.0,,,0,low result,08:19
SDAC,N/A,0.0,0.0,,,0,no data,08:19
SCPE,N/A,0.0,0.0,,,0,low result,08:19
SD,N/A,0.0,0.0,,,0,low result,08:19
SCPS,N/A,0.0,0.0,,,0,low result,08:19
SCX,N/A,0.0,0.0,,,0,low result,08:19
SCVX,N/A,0.0,0.0,,,0,low result,08:19
SCPH,N/A,0.0,0.0,,,0,low result,08:19
SCYX,N/A,0.0,0.0,,,0,low result,08:19
SCOR,N/A,0.0,0.0,,,0,front zeros,08:19
SCKT,N/A,0.0,0.0,,,0,low result,08:19
SCLE,N/A,0.0,0.0,,,0,no data,08:19
SCOB,N/A,0.0,0.0,,,0,no data,08:19
SBEV,N/A,0.0,0.0,,,0,low result,08:19
SBT,N/A,0.0,0.0,,,0,low result,08:19
SBI,N/A,0.0,0.0,,,0,low result,08:19
SBII,N/A,0.0,0.0,,,0,no data,08:19
SACH,N/A,0.0,0.0,,,0,low result,08:19
SB,N/A,0.0,0.0,,,0,spiked data,08:19
SALM,N/A,0.0,0.0,,,0,low result,08:19
SBBP,N/A,0.0,0.0,,,0,low result,08:28
SBET,N/A,0.0,0.0,,,0,low result,08:28
SAII,N/A,0.0,0.0,,,0,low result,08:28
SANW,N/A,0.0,0.0,,,0,low result,08:28
RYB,N/A,0.0,0.0,,,0,low result,08:28
RWLK,N/A,0.0,0.0,,,0,low result,08:28
RVSB,N/A,0.0,0.0,,,0,no data,08:28
RYAM,N/A,0.0,0.0,,,0,low result,08:28
RSVR,N/A,0.0,0.0,,,0,no data,08:19
RSSS,N/A,0.0,0.0,,,0,low result,08:19
RXRA,N/A,0.0,0.0,,,0,no data,08:19
RSLS,N/A,0.0,0.0,,,0,spiked data,08:19
RVPH,N/A,0.0,0.0,,,0,low result,08:19
RNWK,N/A,0.0,0.0,,,0,spiked data,08:19
RPHM,N/A,0.0,0.0,,,0,low result,08:19
ROSS,N/A,0.0,0.0,,,0,spiked data,08:19
RNAZ,N/A,0.0,0.0,,,0,low result,08:19
ROT,N/A,0.0,0.0,,,0,low result,08:19
ROCR,N/A,0.0,0.0,,,0,no data,08:19
RRD,N/A,0.0,0.0,,,0,low result,08:19
RNGR,N/A,0.0,0.0,,,0,low result,08:19
RIBT,N/A,0.0,0.0,,,0,low result,08:19
RMTI,N/A,0.0,0.0,,,0,front zeros,08:19
RLGT,N/A,0.0,0.0,,,0,low result,08:19
RMGB,N/A,0.0,0.0,,,0,low result,08:19
RMCF,N/A,0.0,0.0,,,0,low result,08:19
RMED,N/A,0.0,0.0,,,0,spiked data,08:19
RKDA,N/A,0.0,0.0,,,0,low result,08:19
RKTA,N/A,0.0,0.0,,,0,no data,08:19
REPH,N/A,0.0,0.0,,,0,low result,08:19
RGLS,N/A,0.0,0.0,,,0,low result,08:19
REED,N/A,0.0,0.0,,,0,low result,08:19
REI,N/A,0.0,0.0,,,0,spiked data,08:19
REFR,N/A,0.0,0.0,,,0,low result,08:19
RELL,N/A,0.0,0.0,,,0,no data,08:19
RELI,N/A,0.0,0.0,,,0,low result,08:19
REDU,N/A,0.0,0.0,,,0,low result,08:19
REKR,N/A,0.0,0.0,,,0,low result,08:19
REAX,N/A,0.0,0.0,,,0,low result,08:19
RCHG,N/A,0.0,0.0,,,0,no data,08:19
RCRT,N/A,0.0,0.0,,,0,low result,08:19
RDI,N/A,0.0,0.0,,,0,low result,08:19
RCS,N/A,0.0,0.0,,,0,low result,08:19
RDHL,N/A,0.0,0.0,,,0,low result,08:19
RCMT,N/A,0.0,0.0,,,0,low result,08:19
RCLF,N/A,0.0,0.0,,,0,low result,08:19
RCON,N/A,0.0,0.0,,,0,low result,08:19
RCAT,N/A,0.0,0.0,,,0,spiked data,08:19
RAVE,N/A,0.0,0.0,,,0,low result,08:19
RBCN,N/A,0.0,0.0,,,0,no data,08:19
RAIL,N/A,0.0,0.0,,,0,low result,08:19
QUMU,N/A,0.0,0.0,,,0,low result,08:19
RACB,N/A,0.0,0.0,,,0,no data,08:19
RCG,N/A,0.0,0.0,,,0,low result,08:19
RAM,N/A,0.0,0.0,,,0,low result,08:19
QRHC,N/A,0.0,0.0,,,0,low result,08:19
QUIK,N/A,0.0,0.0,,,0,low result,08:19
QLI,N/A,0.0,0.0,,,0,low result,08:19
QMCO,N/A,0.0,0.0,,,0,low result,08:19
