tickerSymbol,trendPriceRelationship,currentTrend,previousTrend,currentPrice,previousPrice,topOccurrences,reason,timeScanned
AUTO,N/A,2.023,1.622,,,0,good!,09:49
MRIN,6.2,1.925,1.429,5.53,5.61,2,good!,09:49
TXMD,N/A,1.817,1.619,,,0,good!,09:49
RCAT,N/A,1.742,2.189,,,0,good!,09:49
JP,N/A,1.742,1.017,,,0,good!,09:49
VERY,N/A,1.728,3.251,,,1,good!,09:49
PBTS,N/A,1.719,1.882,,,0,good!,09:49
LIFE,N/A,1.705,0.0,,,0,good!,09:54
FRLN,7.148,1.695,3.482,3.4,3.65,2,good!,09:49
EVFM,N/A,1.667,1.482,,,0,good!,09:49
UK,N/A,1.606,1.253,,,0,good!,09:49
SOLO,N/A,1.586,3.481,,,0,good!,09:49
MN,N/A,1.577,1.335,,,0,good!,09:49
BBIG,N/A,1.559,1.69,,,0,good!,09:49
FORD,N/A,1.54,1.482,,,0,good!,09:49
FUND,N/A,1.512,1.387,,,0,good!,09:49
ONE,N/A,1.464,1.136,,,0,good!,09:49
GERN,N/A,1.37,0.0,,,0,good!,09:56
GROW,N/A,1.367,0.0,,,0,good!,10:01
NEW,N/A,1.351,1.113,,,0,good!,09:49
NEXT,N/A,1.321,0.0,,,0,good!,10:01
VS,N/A,1.275,1.22,,,1,good!,09:49
DBGI,N/A,1.244,2.123,,,0,good!,09:49
BEST,N/A,1.231,0.0,,,0,good!,09:59
CTRM,N/A,1.224,2.539,,,0,good!,09:49
ASM,N/A,1.197,2.159,,,0,good!,09:49
GAME,N/A,1.185,1.342,,,0,good!,09:49
TOUR,N/A,1.125,1.774,,,0,good!,09:49
IBIO,N/A,1.114,1.23,,,0,good!,09:49
CVM,2.415,1.038,1.666,9.28,9.54,2,good!,09:49
VGZ,N/A,0.0,0.0,,,0,spiked data,09:49
THM,N/A,0.0,0.0,,,0,low result,09:49
TFFP,N/A,0.0,0.0,,,0,low result,09:49
TH,N/A,0.0,0.0,,,0,spiked data,09:49
THTX,N/A,0.0,0.0,,,0,low result,09:49
THMO,N/A,0.0,0.0,,,0,spiked data,09:49
TGA,N/A,0.0,0.0,,,0,low result,09:49
SNGX,N/A,0.0,0.0,,,0,low result,09:49
SNII,N/A,0.0,0.0,,,0,no data,09:49
SNES,N/A,0.0,0.0,,,0,low result,09:49
SNCR,N/A,0.0,0.0,,,0,low result,10:01
SNMP,N/A,0.0,0.0,,,0,spiked data,10:01
SNFCA,N/A,0.0,0.0,,,0,low result,10:01
RFIL,N/A,0.0,0.0,,,0,low result,10:01
RETO,N/A,0.0,0.0,,,0,low result,10:01
RGS,N/A,0.0,0.0,,,0,low result,10:01
RGC,N/A,0.0,0.0,,,0,low result,10:01
RHE,N/A,0.0,0.0,,,0,low result,10:01
RESN,N/A,0.0,0.0,,,0,low result,10:01
PLX,N/A,0.0,0.0,1.44,1.46,3,spiked data,10:01
PMM,N/A,0.0,0.0,,,0,low result,10:01
PMBC,N/A,0.0,0.0,,,0,low result,10:01
PLIN,N/A,0.0,0.0,,,0,front zeros,10:01
NEPT,N/A,0.0,0.0,,,0,low result,10:01
NGAC,N/A,0.0,0.0,,,0,low result,10:01
NES,N/A,0.0,0.0,,,0,low result,09:49
NEPH,N/A,0.0,0.0,,,0,no data,09:49
LUB,N/A,0.0,0.0,,,0,low result,09:49
JUPW,N/A,0.0,0.0,,,0,low result,09:49
IAF,N/A,0.0,0.0,,,0,low result,09:49
ICMB,N/A,0.0,0.0,,,0,low result,09:49
ICD,N/A,0.0,0.0,,,0,low result,09:49
ICLK,N/A,0.0,0.0,,,0,low result,09:49
ICON,N/A,0.0,0.0,,,0,low result,09:49
GOVX,N/A,0.0,0.0,,,0,low result,09:49
GNUS,N/A,0.0,1.001,,,1,spiked data,09:49
GPAC,N/A,0.0,0.0,,,0,no data,09:49
GPL,N/A,0.0,0.0,,,0,low result,09:49
GOBI,N/A,0.0,0.0,,,0,low result,09:49
EGGF,N/A,0.0,0.0,,,0,no data,09:49
EKSO,N/A,0.0,0.0,,,0,low result,09:49
ELA,N/A,0.0,0.0,,,0,spiked data,09:49
ELDN,N/A,0.0,0.0,,,0,spiked data,09:49
EIGR,N/A,0.0,0.0,,,0,low result,09:49
EJH,N/A,0.0,2.284,,,0,spiked data,09:49
CUBA,N/A,0.0,0.0,,,0,low result,09:49
CWBR,N/A,0.0,1.188,,,0,spiked data,09:49
CXDC,N/A,0.0,0.0,,,0,spiked data,09:49
CVGI,N/A,0.0,0.0,,,0,low result,09:49
CVU,N/A,0.0,0.0,,,0,low result,09:49
CFRX,N/A,0.0,0.0,,,0,spiked data,09:49
CFVI,N/A,0.0,0.0,,,0,no data,09:49
CFV,N/A,0.0,0.0,,,0,low result,09:49
CGRN,N/A,0.0,0.0,,,0,low result,09:49
BCTX,N/A,0.0,0.0,,,0,low result,09:49
BDSX,N/A,0.0,0.0,,,0,low result,09:49
ANIX,N/A,0.0,0.0,,,0,spiked data,09:49
ANAC,N/A,0.0,0.0,,,0,low result,09:49
ANPC,N/A,0.0,0.0,,,0,low result,09:49
AMPY,N/A,0.0,0.0,,,0,spiked data,09:49
AMTX,N/A,0.0,0.0,,,0,spiked data,09:49
ZVO,N/A,0.0,0.0,,,0,low result,09:49
ZSAN,N/A,0.0,3.796,,,1,spiked data,09:49
ZKIN,N/A,0.0,0.0,,,0,spiked data,09:49
ZIXI,N/A,0.0,0.0,,,0,spiked data,09:49
ZIVO,N/A,0.0,0.0,,,0,spiked data,09:49
ZYNE,N/A,0.0,0.0,,,0,spiked data,09:49
ZWRK,N/A,0.0,0.0,,,0,no data,09:49
ZTR,N/A,0.0,0.0,,,0,low result,09:49
YTEN,N/A,0.0,0.0,,,0,low result,09:49
YVR,N/A,0.0,0.0,,,0,spiked data,09:49
YTRA,N/A,0.0,0.0,,,0,low result,09:49
ZIOP,N/A,0.0,0.0,,,0,spiked data,09:49
ZCMD,N/A,0.0,0.0,,,0,spiked data,09:49
YQ,N/A,0.0,0.0,,,0,spiked data,09:49
YRD,N/A,0.0,0.0,,,0,low result,09:49
YMTX,N/A,0.0,0.0,,,0,low result,09:49
XTNT,N/A,0.0,0.0,,,0,low result,09:49
XYF,N/A,0.0,0.0,,,0,low result,09:49
YELL,N/A,0.0,0.0,,,0,spiked data,09:49
YGMZ,N/A,0.0,0.0,,,0,spiked data,09:49
YAC,N/A,0.0,0.0,,,0,low result,09:49
YCBD,N/A,0.0,0.0,,,0,low result,09:49
YJ,N/A,0.0,0.0,,,0,low result,09:49
XFOR,N/A,0.0,0.0,,,0,low result,09:49
XSPA,N/A,0.0,3.534,1.69,1.71,2,spiked data,09:49
XNET,N/A,0.0,0.0,,,0,spiked data,09:49
XIN,N/A,0.0,0.0,,,0,spiked data,09:49
XPOA,N/A,0.0,0.0,,,0,low result,09:49
XTLB,N/A,0.0,0.0,,,0,low result,09:49
XPL,N/A,0.0,0.0,,,0,low result,09:49
XPDI,N/A,0.0,0.0,,,0,low result,09:49
XCUR,N/A,0.0,0.0,,,0,low result,09:49
WYY,N/A,0.0,0.0,,,0,low result,09:49
XFLT,N/A,0.0,0.0,,,0,low result,09:49
XELB,N/A,0.0,0.0,,,0,spiked data,09:49
XAIR,N/A,0.0,0.0,,,0,front zeros,09:49
WTT,N/A,0.0,0.0,,,0,low result,09:49
WRAP,N/A,0.0,0.0,,,0,spiked data,09:49
WVE,N/A,0.0,0.0,,,0,low result,09:49
WTER,N/A,0.0,0.0,,,0,spiked data,09:49
WRN,N/A,0.0,0.0,,,0,low result,09:50
WWR,N/A,0.0,0.0,,,0,spiked data,09:50
WSR,N/A,0.0,0.0,,,0,spiked data,09:49
WTRH,N/A,0.0,0.0,,,0,spiked data,09:49
WNW,N/A,0.0,0.0,,,0,low result,09:49
WPG,N/A,0.0,0.0,,,0,low result,09:49
WNEB,N/A,0.0,0.0,,,0,low result,09:49
WMC,N/A,0.0,0.0,,,0,low result,09:50
WPCA,N/A,0.0,0.0,,,0,no data,09:50
WLMS,N/A,0.0,0.0,,,0,low result,09:50
WKEY,N/A,0.0,0.0,,,0,spiked data,09:50
WHLR,N/A,0.0,0.0,,,0,low result,09:50
WAVE,N/A,0.0,0.0,,,0,spiked data,09:50
WHLM,N/A,0.0,0.0,,,0,low result,09:50
WISA,N/A,0.0,0.0,,,0,low result,09:50
WIMI,N/A,0.0,0.0,,,1,spiked data,09:50
WINT,N/A,0.0,0.0,,,0,spiked data,09:50
WEI,N/A,0.0,0.0,,,0,spiked data,09:50
VYNT,N/A,0.0,0.0,,,0,low result,09:50
WALD,N/A,0.0,0.0,,,0,low result,09:50
VTVT,N/A,0.0,0.0,,,0,front zeros,09:50
VVPR,N/A,0.0,0.0,,,0,low result,09:50
WAFU,N/A,0.0,0.0,,,0,spiked data,09:50
VYNE,N/A,0.0,0.0,,,0,spiked data,09:50
VYGR,N/A,0.0,0.0,,,0,spiked data,09:50
VVOS,N/A,0.0,0.0,,,0,spiked data,09:50
VSTM,N/A,0.0,0.0,,,0,low result,09:50
VTIQ,N/A,0.0,0.0,,,0,low result,09:50
VTAQ,N/A,0.0,0.0,,,0,no data,09:50
VTSI,N/A,0.0,0.0,,,0,low result,09:50
VRPX,N/A,0.0,0.0,,,0,low result,10:01
VTNR,N/A,0.0,0.0,,,0,spiked data,10:01
VTIQW,N/A,0.0,0.0,,,0,no data,10:01
VOLT,N/A,0.0,0.0,,,0,spiked data,10:01
VOC,N/A,0.0,0.0,,,0,low result,10:01
VPCB,N/A,0.0,0.0,,,0,low result,10:01
VPCC,N/A,0.0,0.0,,,0,low result,10:01
VOSO,N/A,0.0,0.0,,,0,low result,10:01
VNTR,N/A,0.0,0.0,,,0,low result,09:50
VRME,N/A,0.0,0.0,,,0,low result,09:50
VRNA,N/A,0.0,0.0,,,0,low result,09:50
VNRX,N/A,0.0,0.0,,,0,low result,09:50
VLON,N/A,0.0,0.0,,,0,low result,09:50
VNCE,N/A,0.0,0.0,,,0,no data,09:50
VLAT,N/A,0.0,0.0,,,0,no data,09:50
VMAC,N/A,0.0,0.0,,,0,low result,09:50
VMD,N/A,0.0,0.0,,,0,low result,09:50
VKTX,N/A,0.0,0.0,,,0,spiked data,09:50
VMAR,N/A,0.0,0.0,,,0,low result,09:50
VIRC,N/A,0.0,0.0,,,0,low result,09:50
VJET,N/A,0.0,0.0,,,0,spiked data,09:50
VIRI,N/A,0.0,0.0,,,0,low result,09:50
VIOT,N/A,0.0,0.0,,,0,low result,09:50
VIVE,N/A,0.0,0.0,,,0,spiked data,09:50
VIST,N/A,0.0,0.0,,,0,low result,09:50
VINO,N/A,0.0,0.0,,,0,low result,09:50
VISL,N/A,0.0,0.0,,,0,low result,09:50
VHAQ,N/A,0.0,0.0,,,0,no data,09:50
VII,N/A,0.0,0.0,,,0,low result,09:50
VIH,N/A,0.0,0.0,,,0,low result,09:50
VEV,N/A,0.0,0.0,,,0,low result,09:50
VGII,N/A,0.0,0.0,,,0,no data,09:50
VHC,N/A,0.0,0.0,,,0,spiked data,09:50
VENA,N/A,0.0,0.0,,,0,low result,09:50
VCNX,N/A,0.0,0.0,,,0,spiked data,09:50
VCKA,N/A,0.0,0.0,,,0,no data,09:50
VEEE,N/A,0.0,0.0,,,0,low result,09:50
VECT,N/A,0.0,0.0,,,0,low result,09:50
VELO,N/A,0.0,0.0,,,0,low result,09:50
USX,N/A,0.0,0.0,,,0,low result,09:50
UTI,N/A,0.0,0.0,,,0,spiked data,09:50
UUU,N/A,0.0,0.0,,,0,low result,09:50
UTSI,N/A,0.0,0.0,,,0,low result,09:50
USWS,N/A,0.0,0.0,,,0,front zeros,09:50
UTME,N/A,0.0,0.0,,,0,low result,09:50
VACQ,N/A,0.0,0.0,,,1,spiked data,09:50
VBLT,N/A,0.0,0.0,,,0,spiked data,09:50
USIO,N/A,0.0,0.0,,,0,low result,09:50
URG,N/A,0.0,0.0,,,0,spiked data,09:50
USEG,N/A,0.0,0.0,,,0,low result,09:50
UPC,N/A,0.0,0.0,,,0,spiked data,09:50
USDP,N/A,0.0,0.0,,,0,low result,09:50
USAS,N/A,0.0,0.0,,,0,low result,09:50
UONEK,N/A,0.0,0.0,,,0,low result,09:50
UROY,N/A,0.0,0.0,,,0,low result,09:50
UONE,N/A,0.0,0.0,,,0,low result,09:50
UGRO,N/A,0.0,0.0,,,0,spiked data,09:50
UNCY,N/A,0.0,0.0,,,0,low result,09:50
ULBI,N/A,0.0,0.0,,,0,low result,09:50
UFAB,N/A,0.0,0.0,,,0,low result,09:50
UNAM,N/A,0.0,0.0,,,0,low result,09:50
UIHC,N/A,0.0,0.0,,,0,low result,09:50
UBX,N/A,0.0,0.0,,,0,spiked data,09:50
UAMY,N/A,0.0,0.0,,,0,spiked data,09:50
UBFO,N/A,0.0,0.0,,,0,no data,09:50
TYME,N/A,0.0,0.0,,,0,spiked data,09:50
UCL,N/A,0.0,0.0,,,0,low result,09:50
TYHT,N/A,0.0,12.97,5.87,,2,spiked data,10:00
UAVS,N/A,0.0,0.0,,,1,low result,09:50
UEPS,N/A,0.0,0.0,,,0,no data,09:50
TWND,N/A,0.0,0.0,,,0,low result,09:50
TWNI,N/A,0.0,0.0,,,0,no data,09:50
TWOA,N/A,0.0,0.0,,,0,low result,09:50
TWNT,N/A,0.0,0.0,,,0,no data,09:50
TURN,N/A,0.0,0.0,,,0,low result,09:50
TWLV,N/A,0.0,0.0,,,0,no data,09:50
TUSK,N/A,0.0,0.0,,,0,low result,09:50
TUGC,N/A,0.0,0.0,,,0,low result,09:50
TUEM,N/A,0.0,0.0,,,0,low result,09:50
TSRI,N/A,0.0,0.0,,,0,no data,09:50
TTSH,N/A,0.0,0.0,,,0,low result,09:50
TTNP,N/A,0.0,0.0,,,0,low result,09:50
TSI,N/A,0.0,0.0,,,0,low result,09:50
TTOO,N/A,0.0,0.0,,,0,spiked data,09:50
TRMT,N/A,0.0,0.0,,,0,low result,09:50
TRKA,N/A,0.0,0.0,,,0,low result,09:50
TRT,N/A,0.0,0.0,,,0,low result,09:50
TRX,N/A,0.0,0.0,,,0,spiked data,09:50
TRIT,N/A,0.0,0.0,,,0,spiked data,09:50
TRVN,N/A,0.0,0.0,,,1,spiked data,09:50
TRIB,N/A,0.0,0.0,,,0,spiked data,09:50
TRVI,N/A,0.0,0.0,,,0,low result,09:50
TPHS,N/A,0.0,0.0,,,0,low result,09:50
TMQ,N/A,0.0,0.0,,,0,low result,09:50
TREC,N/A,0.0,0.0,,,0,low result,09:50
TOMZ,N/A,0.0,0.0,,,0,low result,09:50
TNP,N/A,0.0,0.0,,,0,low result,10:01
TOPS,N/A,0.0,7.716,1.36,,2,spiked data,09:48
TMAC,N/A,0.0,0.0,,,0,low result,10:01
TLMD,N/A,0.0,0.0,,,0,low result,10:01
TMKR,N/A,0.0,0.0,,,0,no data,10:01
TMBR,N/A,0.0,0.0,,,0,low result,10:01
TLGT,N/A,0.0,0.0,,,0,low result,10:01
TLSA,N/A,0.0,0.0,,,0,low result,10:01
TMDI,N/A,0.0,0.0,,,0,low result,10:01
TMPM,N/A,0.0,0.0,,,0,no data,09:50
TIPT,N/A,0.0,0.0,,,0,low result,09:50
TLC,N/A,0.0,0.0,,,0,low result,09:50
TK,N/A,0.0,0.0,,,0,spiked data,09:50
TKAT,N/A,0.0,0.0,6.4,6.44,2,low result,09:50
TIOA,N/A,0.0,0.0,,,0,no data,09:50
TLGA,N/A,0.0,0.0,,,0,no data,09:50
TISI,N/A,0.0,0.0,,,0,low result,09:50
THMA,N/A,0.0,0.0,,,0,no data,09:50
TETC,N/A,0.0,0.0,,,0,no data,09:50
TCON,N/A,0.0,0.0,,,0,spiked data,09:50
TESS,N/A,0.0,0.0,,,0,low result,09:50
TEI,N/A,0.0,0.0,,,0,low result,09:50
TERN,N/A,0.0,0.0,,,0,low result,09:50
TEKK,N/A,0.0,0.0,,,0,no data,09:50
TCDA,N/A,0.0,0.0,,,0,low result,09:50
TEDU,N/A,0.0,0.0,,,0,front zeros,09:50
TENX,N/A,0.0,0.0,,,0,low result,09:50
TATT,N/A,0.0,0.0,,,0,low result,09:50
TBLT,N/A,0.0,0.0,,,0,spiked data,09:50
TCAC,N/A,0.0,0.0,,,0,no data,09:50
TAOP,N/A,0.0,0.0,,,0,spiked data,09:50
TC,N/A,0.0,0.0,,,0,low result,09:50
TAST,N/A,0.0,0.0,,,0,low result,09:50
TARA,N/A,0.0,0.0,,,0,low result,09:50
TANH,N/A,0.0,0.0,,,0,front zeros,09:50
TACO,N/A,0.0,0.0,,,0,low result,09:50
SYTA,N/A,0.0,0.0,,,0,low result,09:50
SYN,N/A,0.0,8.628,,,1,spiked data,09:48
TAIT,N/A,0.0,0.0,,,0,low result,09:50
SYRS,N/A,0.0,0.0,,,0,low result,09:50
SYPR,N/A,0.0,0.0,,,0,low result,09:50
SYBX,N/A,0.0,0.0,,,0,low result,09:50
TACA,N/A,0.0,0.0,,,0,low result,09:50
SVRA,N/A,0.0,0.0,,,0,spiked data,09:50
SWET,N/A,0.0,0.0,,,0,low result,09:50
SWBK,N/A,0.0,0.0,,,0,low result,09:50
SVVC,N/A,0.0,0.0,,,0,no data,09:50
SVT,N/A,0.0,0.0,,,0,low result,09:50
SXTC,N/A,0.0,0.0,,,0,low result,09:50
SVOK,N/A,0.0,0.0,,,0,low result,09:50
SWZ,N/A,0.0,0.0,,,0,no data,09:50
SVFB,N/A,0.0,0.0,,,0,no data,09:50
SVFD,N/A,0.0,0.0,,,0,no data,09:50
SUPV,N/A,0.0,0.0,,,0,low result,09:50
SUNW,N/A,0.0,0.0,,,0,spiked data,09:50
SURF,N/A,0.0,0.0,,,0,spiked data,09:50
SUP,N/A,0.0,0.0,,,0,low result,09:50
SVFC,N/A,0.0,0.0,,,0,no data,09:50
STWO,N/A,0.0,0.0,,,0,no data,09:50
STPC,N/A,0.0,0.0,,,0,low result,09:50
STSA,N/A,0.0,0.0,,,0,low result,09:50
STIM,N/A,0.0,0.0,,,0,low result,09:50
STON,N/A,0.0,0.0,,,0,low result,09:50
STRE,N/A,0.0,0.0,,,0,no data,09:50
STRM,N/A,0.0,0.0,,,0,low result,09:50
STRR,N/A,0.0,0.0,,,0,low result,09:50
STKS,N/A,0.0,0.0,,,0,spiked data,09:50
STCN,N/A,0.0,0.0,,,0,low result,09:50
SSY,N/A,0.0,0.0,,,0,low result,09:50
SSKN,N/A,0.0,0.0,,,0,low result,09:50
STAF,N/A,0.0,0.0,,,0,spiked data,09:50
SSNT,N/A,0.0,0.0,,,0,low result,09:50
STG,N/A,0.0,0.0,,,0,low result,09:50
SSAA,N/A,0.0,0.0,,,0,low result,09:50
SRTS,N/A,0.0,0.0,,,0,low result,09:50
SRSA,N/A,0.0,0.0,,,0,no data,09:50
SRGA,N/A,0.0,0.0,,,0,spiked data,09:50
SQFT,N/A,0.0,0.0,,,0,low result,09:50
SQBG,N/A,0.0,0.0,,,0,spiked data,09:50
SRAX,N/A,0.0,0.0,,,0,spiked data,09:50
SREV,N/A,0.0,0.0,,,0,low result,09:50
SQNS,N/A,0.0,0.0,,,0,spiked data,09:50
SRT,N/A,0.0,0.0,,,0,low result,09:50
SPRB,N/A,0.0,0.0,,,0,low result,09:50
SPGS,N/A,0.0,0.0,,,0,low result,09:50
SPNV,N/A,0.0,0.0,,,0,low result,09:50
SPI,N/A,0.0,0.0,,,0,spiked data,09:50
SPOK,N/A,0.0,0.0,,,0,low result,09:50
SPKB,N/A,0.0,0.0,,,0,no data,09:50
SPTK,N/A,0.0,0.0,,,0,no data,09:50
SPCB,N/A,0.0,0.0,,,0,spiked data,09:50
SOL,N/A,0.0,0.0,,,0,spiked data,09:50
SONM,N/A,0.0,0.0,,,0,spiked data,09:50
SPFR,N/A,0.0,0.0,,,0,low result,09:50
SOI,N/A,0.0,0.0,,,0,low result,09:50
SONN,N/A,0.0,0.0,,,0,spiked data,09:50
SNOA,N/A,0.0,0.0,,,0,low result,09:50
SOFIW,N/A,0.0,0.0,,,0,low result,09:50
SOAC,N/A,0.0,0.0,,,0,low result,10:01
SOHO,N/A,0.0,0.0,,,0,low result,10:01
SNPR,N/A,0.0,0.0,,,0,low result,10:01
SNTG,N/A,0.0,0.0,,,0,low result,10:01
SNSE,N/A,0.0,0.0,,,0,low result,10:01
SNPX,N/A,0.0,0.0,,,0,low result,10:01
SND,N/A,0.0,0.0,,,0,low result,10:01
SMTS,N/A,0.0,0.0,,,0,low result,10:01
SLRX,N/A,0.0,0.0,,,1,low result,09:51
SLS,N/A,0.0,0.0,,,0,low result,09:51
SMED,N/A,0.0,0.0,,,0,low result,09:51
SMHI,N/A,0.0,0.0,,,0,low result,09:51
SLNO,N/A,0.0,0.0,,,0,spiked data,09:51
SMM,N/A,0.0,0.0,,,0,low result,09:51
SMIT,N/A,0.0,0.0,,,0,low result,09:51
SMSI,N/A,0.0,0.0,,,0,spiked data,09:51
SKYA,N/A,0.0,0.0,,,0,no data,09:51
SLDB,N/A,0.0,0.0,,,0,low result,09:51
SLAC,N/A,0.0,0.0,,,0,low result,09:51
SJT,N/A,0.0,0.0,,,0,low result,09:51
SLNG,N/A,0.0,0.0,,,0,low result,09:51
SLHG,N/A,0.0,0.0,,,0,low result,09:51
SLCR,N/A,0.0,0.0,,,0,no data,09:51
SLGG,N/A,0.0,0.0,,,1,spiked data,09:51
SHIP,N/A,0.0,0.0,,,0,spiked data,09:51
SIGA,N/A,0.0,0.0,,,0,low result,09:51
SINT,N/A,0.0,0.0,,,1,spiked data,09:51
SINO,N/A,0.0,0.0,,,0,spiked data,09:51
SJ,N/A,0.0,0.0,,,0,low result,09:51
SIOX,N/A,0.0,0.0,,,0,spiked data,09:51
SIEN,N/A,0.0,0.0,,,0,low result,09:51
SIEB,N/A,0.0,0.0,,,0,low result,09:51
SGBX,N/A,0.0,0.0,,,0,spiked data,09:51
SGMA,N/A,0.0,0.0,,,0,low result,09:51
SGLB,N/A,0.0,0.0,,,0,low result,09:51
SGTX,N/A,0.0,0.0,,,0,low result,09:51
SGAM,N/A,0.0,0.0,,,0,low result,09:51
SFTW,N/A,0.0,0.0,,,0,low result,09:51
SGRP,N/A,0.0,0.0,,,0,low result,09:51
SFET,N/A,0.0,0.0,,,0,low result,09:51
SELB,N/A,0.0,0.0,,,0,low result,09:51
SDPI,N/A,0.0,0.0,,,0,low result,09:51
SEAC,N/A,0.0,0.0,,,0,low result,09:51
SFE,N/A,0.0,0.0,,,0,low result,09:51
SELF,N/A,0.0,0.0,,,0,low result,09:51
SECO,N/A,0.0,0.0,,,0,low result,09:51
SEEL,N/A,0.0,0.0,,,0,spiked data,09:51
SDH,N/A,0.0,0.0,,,0,low result,09:51
SDAC,N/A,0.0,0.0,,,0,no data,09:51
SCPE,N/A,0.0,0.0,,,0,low result,09:51
SD,N/A,0.0,0.0,,,0,spiked data,09:51
SCPS,N/A,0.0,0.0,,,0,spiked data,09:51
SCX,N/A,0.0,0.0,,,0,low result,09:51
SCVX,N/A,0.0,0.0,,,0,low result,09:51
SCPH,N/A,0.0,0.0,,,0,no data,09:51
SCYX,N/A,0.0,0.0,,,0,low result,09:51
SCOR,N/A,0.0,0.0,,,0,spiked data,09:51
SCKT,N/A,0.0,0.0,,,0,spiked data,09:51
SCLE,N/A,0.0,0.0,,,0,no data,09:51
SCOB,N/A,0.0,0.0,,,0,no data,09:51
SBEV,N/A,0.0,0.0,,,0,spiked data,09:51
SBT,N/A,0.0,0.0,,,0,low result,09:51
SBI,N/A,0.0,0.0,,,0,low result,09:51
SBII,N/A,0.0,0.0,,,0,no data,09:51
SACH,N/A,0.0,0.0,,,0,low result,09:51
SB,N/A,0.0,0.0,,,0,spiked data,09:51
SALM,N/A,0.0,0.0,,,0,low result,09:51
SBBP,N/A,0.0,0.0,,,0,low result,09:51
SBET,N/A,0.0,0.0,,,0,spiked data,09:51
SAII,N/A,0.0,0.0,,,0,low result,09:51
SANW,N/A,0.0,0.0,,,0,low result,09:51
RYB,N/A,0.0,0.0,,,0,low result,09:51
RWLK,N/A,0.0,0.0,,,0,low result,09:51
RVSB,N/A,0.0,0.0,,,0,low result,09:51
RYAM,N/A,0.0,0.0,,,0,low result,09:51
RSVR,N/A,0.0,0.0,,,0,low result,09:51
RSSS,N/A,0.0,0.0,,,0,too many zeros,09:51
RXRA,N/A,0.0,0.0,,,0,no data,09:51
RSLS,N/A,0.0,0.0,,,1,spiked data,09:51
RVPH,N/A,0.0,0.0,,,0,low result,09:51
RNWK,N/A,0.0,0.0,,,0,spiked data,09:51
RPHM,N/A,0.0,0.0,,,0,too many zeros,09:51
ROSS,N/A,0.0,0.0,,,0,low result,09:51
