tickerSymbol,trendPriceRelationship,currentTrend,previousTrend,currentPrice,previousPrice,topOccurrences,reason,timeScanned
DSX,,0.0,,,,0,low result,06:54
DTSS,,0.0,,,,0,low result,06:54
DUO,,0.0,,,,0,low result,06:54
DUOT,,0.0,,,,0,low result,06:54
DTOC,,0.0,,,,0,no data,06:54
DTST,,0.0,,,,0,low result,06:54
CLSD,,0.0,,,,0,low result,06:54
CLRO,,0.0,,,,0,low result,06:54
CLRM,,0.0,,,,0,no data,06:54
BLCT,,0.0,,,,0,low result,06:54
BKYI,,0.0,,,,0,low result,06:54
BLIN,,0.0,,,,0,spiked data,06:54
BLPH,,0.0,,,,0,low result,06:54
APTX,,0.0,,,,0,low result,06:54
AQST,,0.0,,,,0,low result,06:54
AQMS,,0.0,,,,0,low result,06:54
ZVO,,0.0,,,,0,low result,06:54
ZTR,,0.0,,,,0,low result,06:54
ZIVO,,0.0,,,,0,low result,06:54
ZWRK,,0.0,,,,0,no data,06:54
ZYNE,,0.0,,,,0,low result,06:54
ZIXI,,0.0,,,,0,low result,06:54
ZSAN,,0.0,,,,0,spiked data,06:54
ZKIN,,0.0,,,,0,low result,06:54
YTEN,,0.0,,,,0,spiked data,06:54
YQ,,0.0,,,,0,low result,06:54
ZEV,,0.0,,,,0,low result,06:54
YRD,,0.0,,,,0,low result,06:54
ZCMD,,0.0,,,,0,low result,06:54
ZIOP,,0.0,,,,0,spiked data,06:54
YTRA,,0.0,,,,0,low result,06:54
YVR,,0.0,,,,0,low result,06:54
YJ,,0.0,,,,0,low result,06:54
YCBD,,0.0,,,,0,low result,06:54
YAC,,0.0,,,,0,no data,06:54
XYF,,0.0,,,,0,low result,06:54
YGMZ,,0.0,,,,0,low result,06:54
XTNT,,0.0,,,,0,spiked data,06:54
YELL,,0.0,,,,0,low result,06:54
YMTX,,0.0,,,,0,low result,06:54
XPL,,0.0,,,,0,low result,06:54
XIN,,0.0,,,,0,low result,06:54
XNET,,0.0,,,,0,low result,06:54
XPOA,,0.0,,,,0,no data,06:54
XPDI,,0.0,,,,0,low result,06:54
XFOR,,0.0,,,,0,no data,06:54
XTLB,,0.0,,,,0,no data,06:54
XSPA,,0.0,,,,0,low result,06:54
XELA,,0.0,,,,0,low result,06:54
XFLT,,0.0,,,,0,low result,06:54
WYY,,0.0,,,,0,low result,06:54
XCUR,,0.0,,,,0,low result,06:54
XBIO,,0.0,,,,0,spiked data,06:54
XAIR,,0.0,,,,0,low result,06:54
XERS,,0.0,,,,0,spiked data,06:54
XELB,,0.0,,,,0,spiked data,06:54
WRN,,0.0,,,,0,low result,06:54
WWR,,0.0,,,,0,spiked data,06:54
WTT,,0.0,,,,0,low result,06:54
WRAP,,0.0,,,,0,low result,06:54
WSR,,0.0,,,,0,low result,06:54
WVE,,0.0,,,,0,no data,06:54
WTER,,0.0,,,,0,low result,06:54
WTRH,,0.0,,,,0,low result,06:54
WLMS,,0.0,,,,0,low result,06:53
WMC,,0.0,,,,0,low result,06:53
WNEB,,0.0,,,,0,low result,06:53
WPG,,0.0,,,,0,low result,06:53
WAVE,,0.0,,,,0,low result,06:53
WEI,,0.0,,,,0,low result,06:53
WISA,,0.0,,,,0,low result,06:53
WINT,,0.0,,,,0,spiked data,06:53
WHLR,,0.0,,,,0,low result,06:53
WHLM,,0.0,,,,0,low result,06:53
WIMI,,0.0,,,,0,spiked data,06:53
WATT,,0.0,,,,0,low result,06:53
WALD,,0.0,,,,0,low result,06:53
VVPR,,0.0,,,,0,low result,06:53
VYGR,,0.0,,,,0,low result,06:53
VVOS,,0.0,,,,0,low result,06:53
VYNT,,0.0,,,,0,low result,06:53
VYNE,,0.0,,,,0,low result,06:53
WAFU,,0.0,,,,0,front zeros,06:53
VTVT,,0.0,,,,0,low result,06:53
VRPX,,0.0,,,,0,low result,06:53
VTNR,,0.0,,,,0,low result,06:53
VTIQ,,0.0,,,,0,low result,06:53
VSTM,,0.0,,,,0,low result,06:53
VTIQW,,0.0,,,,0,no data,06:53
VS,,0.0,,,,0,low result,06:53
VTAQ,,0.0,,,,0,no data,06:53
VTSI,,0.0,,,,0,low result,06:53
VOLT,,0.0,,,,0,low result,06:53
VNTR,,0.0,,,,0,low result,06:53
VPCC,,0.0,,,,0,no data,06:53
VOC,,0.0,,,,0,low result,06:53
VPCB,,0.0,,,,0,no data,06:53
VRNA,,0.0,,,,0,low result,06:53
VRME,,0.0,,,,0,low result,06:53
VOSO,,0.0,,,,0,no data,06:53
VKTX,,0.0,,,,0,low result,06:53
VNCE,,0.0,,,,0,low result,06:53
VMAR,,0.0,,,,0,low result,06:53
VLON,,0.0,,,,0,low result,06:53
VNRX,,0.0,,,,0,low result,06:53
VMD,,0.0,,,,0,low result,06:53
VMAC,,0.0,,,,0,no data,06:53
VLAT,,0.0,,,,0,no data,06:53
VJET,,0.0,,,,0,low result,06:53
VIRI,,0.0,,,,0,low result,06:53
VIST,,0.0,,,,0,low result,06:53
VIVE,,0.0,,,,0,low result,06:53
VIOT,,0.0,,,,0,low result,06:53
VINO,,0.0,,,,0,low result,06:53
VISL,,0.0,,,,0,low result,06:53
VIRC,,0.0,,,,0,no data,06:53
VGZ,,0.0,,,,0,low result,06:53
VHAQ,,0.0,,,,0,no data,06:53
VHC,,0.0,,,,0,low result,06:53
VII,,0.0,,,,0,low result,06:53
VERY,,0.0,,,,0,spiked data,06:53
VGII,,0.0,,,,0,no data,06:53
VEV,,0.0,,,,0,spiked data,06:53
VIH,,0.0,,,,0,low result,06:53
VCKA,,0.0,,,,0,no data,06:53
VERB,,0.0,,,,0,low result,06:53
VEEE,,0.0,,,,0,low result,06:53
VENA,,0.0,,,,0,low result,06:53
VECT,,0.0,,,,0,no data,06:53
VCNX,,0.0,,,,0,low result,06:53
VERO,,0.0,,,,0,low result,06:53
VELO,,0.0,,,,0,low result,06:53
UUU,,0.0,,,,0,low result,06:53
UTSI,,0.0,,,,0,low result,06:53
UTI,,0.0,,,,0,front zeros,06:53
USX,,0.0,,,,0,low result,06:53
VBLT,,0.0,,,,0,low result,06:53
VACQ,,0.0,,,,0,spiked data,06:53
USWS,,0.0,,,,0,spiked data,06:53
UTME,,0.0,,,,0,low result,06:53
USDP,,0.0,,,,0,low result,06:53
UROY,,0.0,,,,0,low result,06:53
USAS,,0.0,,,,0,low result,06:53
URG,,0.0,,,,0,low result,06:53
USIO,,0.0,,,,0,low result,06:53
UPC,,0.0,,,,0,low result,06:53
USEG,,0.0,,,,0,low result,06:53
UONEK,,0.0,,,,0,low result,06:53
UNCY,,0.0,,,,0,low result,06:53
UFAB,,0.0,,,,0,low result,06:53
UNAM,,0.0,,,,0,low result,06:53
UIHC,,0.0,,,,0,low result,06:53
UGRO,,0.0,,,,0,low result,06:53
UONE,,0.0,,,,0,low result,06:53
ULBI,,0.0,,,,0,low result,06:53
UAMY,,0.0,,,,0,spiked data,06:53
TYHT,,0.0,,,,0,low result,06:53
UEPS,,0.0,,,,0,low result,06:53
TWOA,,0.0,,,,0,low result,06:53
TWNI,,0.0,,,,0,no data,06:53
TUSK,,0.0,,,,0,low result,06:53
TWNT,,0.0,,,,0,no data,06:53
TURN,,0.0,,,,0,low result,06:53
TWLV,,0.0,,,,0,no data,06:53
TXMD,,0.0,,,,0,low result,06:53
TWND,,0.0,,,,0,no data,06:53
TTI,,0.0,,,,0,low result,06:53
TSRI,,0.0,,,,0,no data,06:53
TUEM,,0.0,,,,0,low result,06:53
TUGC,,0.0,,,,0,no data,06:53
TTOO,,0.0,,,,0,low result,06:53
TTNP,,0.0,,,,0,low result,06:53
TTSH,,0.0,,,,0,low result,06:53
TSI,,0.0,,,,0,low result,06:53
TRVN,,0.0,,,,0,low result,06:53
TRIT,,0.0,,,,0,low result,06:53
TRX,,0.0,,,,0,low result,06:53
TRT,,0.0,,,,0,low result,06:53
TRKA,,0.0,,,,0,low result,06:53
TRVI,,0.0,,,,0,low result,06:53
TRMT,,0.0,,,,0,low result,06:53
TRIB,,0.0,,,,0,low result,06:53
TREC,,0.0,,,,0,no data,06:53
TOMZ,,0.0,,,,0,low result,06:53
TMQ,,0.0,,,,0,low result,06:53
TOPS,,0.0,,,,0,low result,06:53
TPHS,,0.0,,,,0,low result,06:53
TNP,,0.0,,,,0,low result,06:53
TOUR,,0.0,,,,0,low result,06:53
TNXP,,0.0,,,,0,low result,06:53
TLMD,,0.0,,,,0,low result,06:53
TMAC,,0.0,,,,0,no data,06:53
TMBR,,0.0,,,,0,low result,06:53
TMKR,,0.0,,,,0,no data,06:53
TMDI,,0.0,,,,0,low result,06:53
TLSA,,0.0,,,,0,low result,06:53
TMPM,,0.0,,,,0,no data,06:53
TLGT,,0.0,,,,0,low result,06:53
TISI,,0.0,,,,0,low result,06:53
TKAT,,0.0,,,,0,low result,06:53
TK,,0.0,,,,0,spiked data,06:53
TIPT,,0.0,,,,0,no data,06:53
TLGA,,0.0,,,,0,no data,06:53
TIOA,,0.0,,,,0,no data,06:53
TLC,,0.0,,,,0,low result,06:53
TIRX,,0.0,,,,0,low result,06:53
TGA,,0.0,,,,0,low result,06:53
THMO,,0.0,,,,0,low result,06:53
THMA,,0.0,,,,0,no data,06:53
THM,,0.0,,,,0,low result,06:53
TFFP,,0.0,,,,0,low result,06:53
THTX,,0.0,,,,0,low result,06:53
TH,,0.0,,,,0,low result,06:53
TETC,,0.0,,,,0,no data,06:53
TCDA,,0.0,,,,0,low result,06:53
TEI,,0.0,,,,0,low result,06:53
TENX,,0.0,,,,0,low result,06:53
TESS,,0.0,,,,0,low result,06:53
TEDU,,0.0,,,,0,low result,06:53
TERN,,0.0,,,,0,low result,06:53
TEKK,,0.0,,,,0,no data,06:53
TCON,,0.0,,,,0,low result,06:53
TAST,,0.0,,,,0,low result,06:53
TBLT,,0.0,,,,0,spiked data,06:53
TARA,,0.0,,,,0,low result,06:53
TATT,,0.0,,,,0,low result,06:53
TANH,,0.0,,,,0,low result,06:53
TC,,0.0,,,,0,low result,06:53
TCAC,,0.0,,,,0,no data,06:53
TAOP,,0.0,,,,0,spiked data,06:53
SYN,,0.0,,,,0,low result,06:53
SYBX,,0.0,,,,0,low result,06:53
SYRS,,0.0,,,,0,low result,06:53
SYPR,,0.0,,,,0,low result,06:53
TACO,,0.0,,,,0,low result,06:53
TACA,,0.0,,,,0,no data,06:53
TAIT,,0.0,,,,0,low result,06:53
SYTA,,0.0,,,,0,low result,06:53
SVT,,0.0,,,,0,low result,06:53
SWZ,,0.0,,,,0,low result,06:53
SXTC,,0.0,,,,0,low result,06:53
SWET,,0.0,,,,0,low result,06:53
SWBK,,0.0,,,,0,no data,06:53
SVOK,,0.0,,,,0,low result,06:53
SVVC,,0.0,,,,0,low result,06:53
SVRA,,0.0,,,,0,low result,06:53
SUP,,0.0,,,,0,low result,06:52
SUPV,,0.0,,,,0,low result,06:52
SVFC,,0.0,,,,0,no data,06:52
SUNW,,0.0,,,,0,spiked data,06:52
STWO,,0.0,,,,0,no data,06:52
SVFB,,0.0,,,,0,no data,06:52
STIM,,0.0,,,,0,low result,06:52
STSA,,0.0,,,,0,low result,06:52
STON,,0.0,,,,0,low result,06:52
STRR,,0.0,,,,0,low result,06:52
STRE,,0.0,,,,0,no data,06:52
STPC,,0.0,,,,0,low result,06:52
STKS,,0.0,,,,0,low result,06:52
STRM,,0.0,,,,0,low result,06:52
SSNT,,0.0,,,,0,low result,06:52
STCN,,0.0,,,,0,low result,06:52
STAF,,0.0,,,,0,low result,06:52
SSY,,0.0,,,,0,low result,06:52
STG,,0.0,,,,0,low result,06:52
SRTS,,0.0,,,,0,low result,06:52
SSKN,,0.0,,,,0,low result,06:52
SSAA,,0.0,,,,0,low result,06:52
SQFT,,0.0,,,,0,low result,06:52
SQNS,,0.0,,,,0,low result,06:52
SRT,,0.0,,,,0,front zeros,06:52
SRSA,,0.0,,,,0,low result,06:52
SREV,,0.0,,,,0,low result,06:52
SQBG,,0.0,,,,0,low result,06:52
SRAX,,0.0,,,,0,low result,06:52
SRGA,,0.0,,,,0,spiked data,06:52
SPI,,0.0,,,,0,low result,06:52
SPRB,,0.0,,,,0,low result,06:52
SPGS,,0.0,,,,0,low result,06:52
SPTK,,0.0,,,,0,no data,06:52
SPNV,,0.0,,,,0,no data,06:52
SPRT,,0.0,,,,0,low result,06:52
SPKB,,0.0,,,,0,no data,06:52
SPOK,,0.0,,,,0,low result,06:52
SOL,,0.0,,,,0,spiked data,06:52
SOS,,0.0,,,,0,low result,06:52
SOLO,,0.0,,,,0,low result,06:52
SOI,,0.0,,,,0,low result,06:52
SPCB,,0.0,,,,0,low result,06:52
SONM,,0.0,,,,0,low result,06:52
SONN,,0.0,,,,0,low result,06:52
SPFR,,0.0,,,,0,low result,06:52
SNPR,,0.0,,,,0,low result,06:52
SOAC,,0.0,,,,0,low result,06:52
SOFIW,,0.0,,,,0,low result,06:52
SOHO,,0.0,,,,0,low result,06:52
SNSE,,0.0,,,,0,low result,06:52
SNPX,,0.0,,,,0,low result,06:52
SNOA,,0.0,,,,0,low result,06:52
SNTG,,0.0,,,,0,low result,06:52
SNES,,0.0,,,,0,low result,06:52
SNCR,,0.0,,,,0,low result,06:52
SMTS,,0.0,,,,0,low result,06:52
SNGX,,0.0,,,,0,low result,06:52
SNMP,,0.0,,,,0,low result,06:52
SNII,,0.0,,,,0,no data,06:52
SNFCA,,0.0,,,,0,low result,06:52
SND,,0.0,,,,0,low result,06:52
SLNO,,0.0,,,,0,low result,06:52
SLS,,0.0,,,,0,low result,06:52
SMIT,,0.0,,,,0,low result,06:52
SMM,,0.0,,,,0,low result,06:52
SMHI,,0.0,,,,0,low result,06:52
SMSI,,0.0,,,,0,low result,06:52
SMED,,0.0,,,,0,low result,06:52
SLRX,,0.0,,,,0,low result,06:52
SLAC,,0.0,,,,0,no data,06:52
SJT,,0.0,,,,0,low result,06:52
SLDB,,0.0,,,,0,low result,06:52
SLHG,,0.0,,,,0,low result,06:52
SLCR,,0.0,,,,0,no data,06:52
SLGG,,0.0,,,,0,low result,06:52
SKYA,,0.0,,,,0,no data,06:52
SLNG,,0.0,,,,0,low result,06:52
SINT,,0.0,,,,0,spiked data,06:52
SIGA,,0.0,,,,0,low result,06:52
SIEN,,0.0,,,,0,low result,06:52
SIEB,,0.0,,,,0,low result,06:52
SIOX,,0.0,,,,0,low result,06:52
SJ,,0.0,,,,0,low result,06:52
SINO,,0.0,,,,0,low result,06:52
SHIP,,0.0,,,,0,spiked data,06:52
SGTX,,0.0,,,,0,low result,06:52
SGBX,,0.0,,,,0,low result,06:52
SGAM,,0.0,,,,0,no data,06:52
SFTW,,0.0,,,,0,low result,06:52
SGMA,,0.0,,,,0,low result,06:52
SGRP,,0.0,,,,0,low result,06:52
SGLB,,0.0,,,,0,low result,06:52
SFET,,0.0,,,,0,spiked data,06:52
SDPI,,0.0,,,,0,no data,06:52
SECO,,0.0,,,,0,low result,06:52
SELF,,0.0,,,,0,low result,06:52
SFE,,0.0,,,,0,low result,06:52
SEAC,,0.0,,,,0,spiked data,06:52
SEEL,,0.0,,,,0,low result,06:52
SDH,,0.0,,,,0,no data,06:52
SELB,,0.0,,,,0,spiked data,06:52
SCVX,,0.0,,,,0,low result,06:52
SCPE,,0.0,,,,0,low result,06:52
SD,,0.0,,,,0,low result,06:52
SCX,,0.0,,,,0,no data,06:52
SCPH,,0.0,,,,0,no data,06:52
SBEV,,0.0,,,,0,low result,06:52
SBII,,0.0,,,,0,no data,06:52
SCOR,,0.0,,,,0,low result,06:52
SCLE,,0.0,,,,0,no data,06:52
SCOB,,0.0,,,,0,no data,06:52
SBT,,0.0,,,,0,low result,06:52
SCKT,,0.0,,,,0,low result,06:52
RYB,,0.0,,,,0,low result,06:52
SALM,,0.0,,,,0,low result,06:52
SAII,,0.0,,,,0,low result,06:52
SBBP,,0.0,,,,0,low result,06:52
SBET,,0.0,,,,0,low result,06:52
SB,,0.0,,,,0,spiked data,06:52
SACH,,0.0,,,,0,low result,06:52
SANW,,0.0,,,,0,low result,06:52
RSVR,,0.0,,,,0,low result,06:52
RYAM,,0.0,,,,0,low result,06:52
RXRA,,0.0,,,,0,no data,06:52
RSLS,,0.0,,,,0,low result,06:52
RVSB,,0.0,,,,0,no data,06:52
RVPH,,0.0,,,,0,low result,06:52
RSSS,,0.0,,,,0,low result,06:52
RWLK,,0.0,,,,0,spiked data,06:52
RNGR,,0.0,,,,0,low result,06:52
RPHM,,0.0,,,,0,low result,06:52
ROSS,,0.0,,,,0,spiked data,06:52
RRD,,0.0,,,,0,low result,06:52
ROT,,0.0,,,,0,low result,06:52
ROCR,,0.0,,,,0,no data,06:52
RNAZ,,0.0,,,,0,low result,06:52
RNWK,,0.0,,,,0,spiked data,06:52
RMGB,,0.0,,,,0,low result,06:52
RMED,,0.0,,,,0,low result,06:52
RMCF,,0.0,,,,0,low result,06:52
RLGT,,0.0,,,,0,low result,06:52
RIBT,,0.0,,,,0,low result,06:52
RKDA,,0.0,,,,0,low result,06:52
RKTA,,0.0,,,,0,no data,06:52
RMTI,,0.0,,,,0,low result,06:52
RGS,,0.0,,,,0,low result,06:52
RGC,,0.0,,,,0,low result,06:52
RHE,,0.0,,,,0,low result,06:52
RESN,,0.0,,,,0,low result,06:51
RETO,,0.0,,,,0,low result,06:51
REPH,,0.0,,,,0,low result,06:51
RGLS,,0.0,,,,0,spiked data,06:51
RFIL,,0.0,,,,0,low result,06:51
RELL,,0.0,,,,0,low result,06:51
REAX,,0.0,,,,0,low result,06:51
REED,,0.0,,,,0,low result,06:51
REI,,0.0,,,,0,spiked data,06:51
RELI,,0.0,,,,0,low result,06:51
REKR,,0.0,,,,0,low result,06:51
REFR,,0.0,,,,0,low result,06:51
REDU,,0.0,,,,0,low result,06:51
RCRT,,0.0,,,,0,low result,06:51
RCS,,0.0,,,,0,low result,06:51
RDHL,,0.0,,,,0,low result,06:51
RCON,,0.0,,,,0,low result,06:51
RCMT,,0.0,,,,0,low result,06:51
RDI,,0.0,,,,0,low result,06:51
RCLF,,0.0,,,,0,no data,06:51
RCHG,,0.0,,,,0,no data,06:51
RCAT,,0.0,,,,0,low result,06:51
QUMU,,0.0,,,,0,low result,06:51
RCG,,0.0,,,,0,no data,06:51
RAM,,0.0,,,,0,low result,06:51
RAIL,,0.0,,,,0,low result,06:51
RAVE,,0.0,,,,0,low result,06:51
RACB,,0.0,,,,0,no data,06:51
RBCN,,0.0,,,,0,no data,06:51
QTNT,,0.0,,,,0,low result,06:51
QMCO,,0.0,,,,0,low result,06:51
QTT,,0.0,,,,0,low result,06:51
QRHC,,0.0,,,,0,low result,06:51
QLI,,0.0,,,,0,no data,06:51
QUIK,,0.0,,,,0,low result,06:51
QUAD,,0.0,,,,0,spiked data,06:51
QUBT,,0.0,,,,0,low result,06:51
QFTA,,0.0,,,,0,no data,06:51
QIPT,,0.0,,,,0,low result,06:51
QD,,0.0,,,,0,low result,06:51
QLGN,,0.0,,,,0,low result,06:51
QELL,,0.0,,,,0,low result,06:51
PZG,,0.0,,,,0,no data,06:51
QH,,0.0,,,,0,low result,06:51
QK,,0.0,,,,0,low result,06:51
PXLW,,0.0,,,,0,low result,06:51
PULM,,0.0,,,,0,low result,06:51
PWFL,,0.0,,,,0,low result,06:51
PVL,,0.0,,,,0,no data,06:51
PUCK,,0.0,,,,0,low result,06:51
PYPD,,0.0,,,,0,low result,06:51
PXS,,0.0,,,,0,low result,06:51
PUYI,,0.0,,,,0,no data,06:51
PTN,,0.0,,,,0,low result,06:51
PTK,,0.0,,,,0,low result,06:51
PTOC,,0.0,,,,0,no data,06:51
PTRS,,0.0,,,,0,low result,06:51
PTPI,,0.0,,,,0,no data,06:51
PTIX,,0.0,,,,0,low result,06:51
PTIC,,0.0,,,,0,no data,06:51
PTMN,,0.0,,,,0,low result,06:51
PSTV,,0.0,,,,0,spiked data,06:51
PSTI,,0.0,,,,0,low result,06:51
PSPC,,0.0,,,,0,no data,06:51
PT,,0.0,,,,0,low result,06:51
PSTX,,0.0,,,,0,no data,06:51
PTE,,0.0,,,,0,spiked data,06:51
PSHG,,0.0,,,,0,low result,06:51
PSAG,,0.0,,,,0,no data,06:51
PRPH,,0.0,,,,0,low result,06:51
PRVB,,0.0,,,,0,low result,06:51
PRT,,0.0,,,,0,low result,06:51
PRQR,,0.0,,,,0,spiked data,06:51
PRTK,,0.0,,,,0,low result,06:51
PRPO,,0.0,,,,0,spiked data,06:51
PPGH,,0.0,,,,0,no data,06:51
PPTA,,0.0,,,,0,low result,06:51
PRFX,,0.0,,,,0,low result,06:51
PPIH,,0.0,,,,0,no data,06:51
PROG,,0.0,,,,0,low result,06:51
PPT,,0.0,,,,0,low result,06:51
PPBT,,0.0,,,,0,spiked data,06:51
PPSI,,0.0,,,,0,spiked data,06:51
PMVC,,0.0,,,,0,no data,06:51
PNT,,0.0,,,,0,low result,06:51
POW,,0.0,,,,0,low result,06:51
POND,,0.0,,,,0,low result,06:51
PNNT,,0.0,,,,0,no data,06:51
POLA,,0.0,,,,0,spiked data,06:51
POAI,,0.0,,,,0,spiked data,06:51
PNBK,,0.0,,,,0,no data,06:51
PLX,,0.0,,,,0,low result,06:51
PMBC,,0.0,,,,0,low result,06:51
PLM,,0.0,,,,0,low result,06:51
PMM,,0.0,,,,0,low result,06:51
PMD,,0.0,,,,0,low result,06:51
PLMI,,0.0,,,,0,no data,06:51
PLIN,,0.0,,,,0,low result,06:51
PME,,0.0,,,,0,low result,06:51
PIRS,,0.0,,,,0,low result,06:51
PLAG,,0.0,,,,0,low result,06:51
PLG,,0.0,,,,0,low result,06:51
PIAI,,0.0,,,,0,no data,06:51
PIXY,,0.0,,,,0,low result,06:51
PIM,,0.0,,,,0,low result,06:51
PIPP,,0.0,,,,0,low result,06:51
PICC,,0.0,,,,0,low result,06:51
PHIC,,0.0,,,,0,low result,06:51
PHCF,,0.0,,,,0,low result,06:51
PHAS,,0.0,,,,0,low result,06:51
PHIO,,0.0,,,,0,low result,06:51
PHT,,0.0,,,,0,low result,06:51
PHUN,,0.0,,,,0,low result,06:51
PHX,,0.0,,,,0,low result,06:51
PHGE,,0.0,,,,0,low result,06:51
PEI,,0.0,,,,0,low result,06:51
PGRW,,0.0,,,,0,no data,06:51
PFIN,,0.0,,,,0,low result,06:51
PFIE,,0.0,,,,0,low result,06:51
PFMT,,0.0,,,,0,low result,06:51
PFDR,,0.0,,,,0,no data,06:51
PETZ,,0.0,,,,0,low result,06:51
PESI,,0.0,,,,0,low result,06:51
PED,,0.0,,,,0,low result,06:51
PCTI,,0.0,,,,0,no data,06:51
PDOT,,0.0,,,,0,no data,06:51
PDAC,,0.0,,,,0,front zeros,06:51
PCYG,,0.0,,,,0,low result,06:51
PCF,,0.0,,,,0,low result,06:51
PCK,,0.0,,,,0,low result,06:51
PCSA,,0.0,,,,0,low result,06:51
PBYI,,0.0,,,,0,low result,06:51
PBLA,,0.0,,,,0,low result,06:51
PBPB,,0.0,,,,0,no data,06:51
PBT,,0.0,,,,0,low result,06:51
PANL,,0.0,,,,0,low result,06:51
PAYS,,0.0,,,,0,spiked data,06:51
PAQC,,0.0,,,,0,no data,06:51
OVID,,0.0,,,,0,low result,06:51
OTIC,,0.0,,,,0,low result,06:51
PANA,,0.0,,,,0,low result,06:51
OTLK,,0.0,,,,0,low result,06:51
PACX,,0.0,,,,0,low result,06:51
OXBR,,0.0,,,,0,low result,06:51
OXSQ,,0.0,,,,0,low result,06:51
PALI,,0.0,,,,0,low result,06:51
OSG,,0.0,,,,0,low result,06:51
OSS,,0.0,,,,0,low result,06:51
OSI,,0.0,,,,0,low result,06:51
ORTX,,0.0,,,,0,low result,06:51
OSTR,,0.0,,,,0,no data,06:51
OSAT,,0.0,,,,0,low result,06:51
OSMT,,0.0,,,,0,low result,06:51
OSN,,0.0,,,,0,low result,06:51
OPHC,,0.0,,,,0,low result,06:51
OPTT,,0.0,,,,0,spiked data,06:51
ORPH,,0.0,,,,0,low result,06:51
ORGS,,0.0,,,,0,low result,06:51
OPT,,0.0,,,,0,low result,06:51
ORN,,0.0,,,,0,low result,06:51
ORIA,,0.0,,,,0,no data,06:51
OPTN,,0.0,,,,0,low result,06:51
ONCT,,0.0,,,,0,low result,06:51
ONCY,,0.0,,,,0,low result,06:51
ONTX,,0.0,,,,0,low result,06:51
OPA,,0.0,,,,0,low result,06:51
ONDS,,0.0,,,,0,low result,06:51
ONVO,,0.0,,,,0,low result,06:51
OPGN,,0.0,,,,0,low result,06:51
OLB,,0.0,,,,0,low result,06:51
OMEG,,0.0,,,,0,no data,06:51
ONCS,,0.0,,,,0,low result,06:51
OIIM,,0.0,,,,0,low result,06:51
OGEN,,0.0,,,,0,low result,06:51
OIA,,0.0,,,,0,low result,06:51
OIS,,0.0,,,,0,low result,06:51
OMEX,,0.0,,,,0,low result,06:50
OEPW,,0.0,,,,0,no data,06:50
OG,,0.0,,,,0,low result,06:50
OESX,,0.0,,,,0,low result,06:50
OCUP,,0.0,,,,0,spiked data,06:50
OFS,,0.0,,,,0,low result,06:50
ODT,,0.0,,,,0,low result,06:50
OEG,,0.0,,,,0,low result,06:50
OCX,,0.0,,,,0,low result,06:50
OCC,,0.0,,,,0,low result,06:50
OCAX,,0.0,,,,0,no data,06:50
OCG,,0.0,,,,0,low result,06:50
OBSV,,0.0,,,,0,low result,06:50
